Season,Team,WinLossPct,AvgPts,PtDiff,AvgRebounds,AvgAssists,AvgTurnovers,AvgFouls,FGPct,FTPct,ThPct,AvgStealsPlusBlocks,AvgPtsAgainst,OppFGPct,OppThPct
2008,1417,.91,74,475,36,14,12,14,.48,.74,.34,11,59,.43,.34
2014,1164,.35,68,-189,38,11,11,16,.39,.73,.32,7,74,.47,.35
2015,1228,.59,69,202,36,11,9,17,.42,.79,.36,9,63,.42,.32
2015,1397,.50,63,-30,34,10,12,19,.42,.69,.33,11,64,.44,.37
2016,1461,.40,70,-63,32,11,11,18,.44,.71,.37,6,72,.44,.35
2006,1266,.66,74,132,35,15,14,19,.45,.73,.40,10,69,.41,.33
2006,1389,.53,74,-22,40,13,13,19,.42,.73,.34,11,75,.45,.33
2007,1330,.75,70,255,38,14,12,18,.43,.72,.35,11,62,.41,.33
2007,1453,.52,67,30,34,11,11,16,.43,.77,.38,7,66,.44,.37
2015,1251,.14,61,-268,34,10,16,19,.42,.71,.31,7,71,.43,.36
2015,1374,.81,69,310,36,15,12,16,.48,.70,.36,10,59,.38,.32
2016,1315,.48,73,40,38,12,13,21,.45,.68,.36,10,72,.44,.34
2003,1285,.43,69,-54,36,12,13,21,.43,.71,.36,10,71,.44,.34
2008,1214,.60,65,76,39,11,17,19,.41,.60,.31,12,62,.40,.29
2008,1463,.44,67,-72,34,13,14,19,.45,.70,.34,11,70,.46,.38
2009,1278,.68,66,146,34,14,14,17,.44,.72,.33,14,61,.40,.35
2012,1316,.48,67,-105,36,12,15,18,.46,.61,.36,8,70,.45,.35
2013,1131,.59,68,107,34,13,12,16,.45,.73,.37,9,64,.42,.30
2013,1380,.69,66,237,36,10,11,17,.43,.69,.36,11,58,.37,.30
2015,1105,.29,61,-208,35,12,14,19,.39,.65,.29,8,68,.46,.33
2016,1169,.29,71,-168,38,13,14,20,.43,.72,.30,9,77,.45,.40
2004,1338,.88,68,409,36,15,12,14,.48,.65,.31,10,56,.38,.30
2005,1402,.42,66,-88,36,11,15,19,.44,.70,.37,7,70,.44,.36
2007,1104,.65,73,148,39,13,13,14,.46,.71,.37,10,68,.42,.31
2008,1168,.74,82,297,37,15,13,18,.48,.71,.39,10,72,.47,.38
2013,1177,.34,71,-125,38,13,14,19,.43,.70,.30,12,75,.47,.37
2013,1426,.59,63,57,39,12,14,20,.41,.65,.34,11,62,.39,.32
2014,1241,.35,63,-169,35,8,12,19,.41,.69,.27,8,68,.42,.35
2017,1199,.76,82,369,38,14,11,19,.48,.69,.36,12,71,.41,.34
2017,1448,.59,82,152,37,15,11,20,.47,.77,.39,9,77,.45,.36
2003,1228,.80,75,421,35,18,13,19,.49,.72,.37,10,61,.38,.30
2004,1292,.56,68,28,35,10,14,20,.43,.69,.37,8,67,.43,.36
2004,1441,.38,70,-80,34,12,18,19,.44,.73,.32,9,73,.45,.31
2003,1139,.83,68,222,29,12,10,16,.48,.72,.39,8,60,.45,.35
2003,1182,.30,66,-200,34,12,18,19,.44,.69,.37,10,73,.44,.38
2008,1360,.61,65,66,34,13,14,17,.45,.67,.34,9,63,.44,.34
2009,1424,.68,69,149,35,13,11,17,.42,.68,.35,11,64,.42,.35
2012,1462,.64,70,110,37,13,12,18,.45,.69,.35,9,67,.40,.31
2003,1331,.63,76,158,38,15,14,19,.44,.75,.37,9,70,.42,.31
2004,1395,.41,66,-104,37,12,14,19,.41,.68,.33,8,70,.44,.36
2009,1324,.64,74,114,35,14,12,16,.48,.70,.37,10,70,.44,.37
2010,1142,.39,70,-159,38,11,13,22,.42,.73,.33,7,75,.46,.37
2010,1388,.83,78,376,36,16,11,16,.48,.77,.41,10,66,.43,.28
2011,1206,.81,73,378,35,14,10,17,.47,.69,.40,10,61,.41,.31
2003,1185,.46,76,-76,38,14,15,21,.46,.64,.30,9,79,.48,.34
2003,1431,.17,62,-312,34,12,17,19,.44,.68,.36,9,73,.45,.36
2004,1249,.28,75,-125,41,13,15,19,.41,.69,.31,12,80,.45,.37
2010,1288,.75,76,234,41,12,13,21,.43,.70,.34,10,70,.42,.33
2011,1106,.47,61,-92,39,11,15,22,.40,.61,.29,11,64,.41,.36
2011,1352,.56,67,58,37,13,13,22,.42,.68,.36,9,65,.42,.34
2012,1170,.31,66,-103,34,13,13,19,.45,.69,.35,6,70,.46,.37
2003,1374,.57,72,0,38,12,15,18,.43,.71,.31,12,72,.43,.36
2004,1438,.59,74,-21,36,14,14,19,.45,.68,.33,10,75,.43,.35
2008,1125,.75,79,161,38,17,14,18,.45,.70,.36,10,74,.46,.35
2017,1156,.27,66,-156,38,10,13,20,.40,.68,.31,10,72,.46,.35
2004,1461,.39,69,27,38,11,14,19,.44,.67,.34,9,69,.43,.33
2005,1359,.50,64,11,24,12,12,15,.50,.74,.42,7,63,.49,.40
2006,1140,.70,76,122,36,15,14,20,.46,.72,.39,10,72,.45,.37
2007,1204,.45,67,-27,37,13,16,19,.44,.61,.35,10,68,.43,.32
2005,1382,.07,61,-450,38,12,15,19,.39,.65,.30,7,77,.49,.36
2008,1337,.32,72,-228,38,12,17,19,.41,.69,.30,13,79,.49,.41
2009,1401,.72,71,172,37,12,12,17,.45,.70,.37,8,66,.43,.36
2014,1413,.24,69,-284,34,11,11,19,.43,.69,.35,7,78,.50,.39
2015,1148,.16,59,-339,35,10,13,13,.40,.71,.32,8,70,.45,.34
2016,1212,.14,59,-312,35,8,14,20,.39,.65,.27,8,70,.44,.33
2011,1272,.74,72,134,36,14,15,20,.45,.68,.33,13,68,.42,.33
2012,1336,.38,61,-129,37,10,12,19,.39,.69,.31,9,65,.43,.38
2013,1277,.75,67,260,36,13,13,16,.46,.71,.34,11,59,.40,.30
2014,1390,.64,73,161,35,11,11,18,.46,.70,.37,9,68,.42,.35
2015,1454,.43,65,-140,34,13,13,17,.43,.74,.33,8,70,.46,.39
2016,1235,.66,81,220,36,16,11,15,.50,.71,.38,10,74,.44,.34
2017,1299,.03,63,-404,34,10,14,19,.42,.68,.32,6,76,.45,.38
2008,1294,.41,68,-63,36,12,17,20,.43,.71,.35,8,71,.45,.38
2009,1281,.82,81,498,38,18,12,19,.47,.67,.36,14,66,.42,.31
2009,1358,.54,74,78,37,17,14,22,.44,.71,.37,9,71,.45,.35
2010,1345,.84,71,326,35,14,10,18,.45,.73,.32,11,60,.40,.36
2012,1236,.34,69,-168,35,13,14,19,.45,.69,.34,8,75,.47,.39
2013,1300,.68,63,135,33,12,14,17,.44,.74,.34,9,58,.40,.30
2017,1325,.63,77,194,38,13,12,17,.45,.69,.39,8,70,.41,.32
2008,1145,.19,62,-346,37,11,16,20,.40,.65,.34,9,73,.44,.36
2008,1317,.61,74,119,37,10,15,19,.46,.72,.40,8,70,.43,.34
2009,1258,.10,55,-488,38,9,14,17,.35,.69,.28,8,71,.46,.39
2009,1381,.34,64,-99,31,13,14,18,.46,.80,.38,6,67,.48,.33
2010,1322,.28,74,-183,40,11,16,24,.43,.62,.34,12,81,.45,.34
2006,1117,.36,71,-113,35,13,15,18,.47,.66,.36,8,75,.45,.36
2007,1181,.69,70,278,35,13,15,17,.47,.69,.38,12,61,.42,.31
2014,1433,.76,74,344,40,13,12,19,.42,.67,.35,15,64,.43,.30
2016,1192,.55,76,-52,36,14,13,21,.46,.70,.36,9,78,.46,.35
2017,1133,.38,65,-185,37,11,15,20,.42,.68,.35,9,71,.42,.35
2005,1425,.41,74,-69,38,15,16,19,.45,.60,.37,10,76,.47,.35
2007,1161,.54,72,21,34,13,17,20,.49,.71,.37,11,71,.44,.39
2009,1301,.53,72,102,35,15,14,16,.48,.72,.38,9,69,.43,.33
2010,1365,.30,63,-204,34,9,15,19,.41,.68,.30,10,70,.45,.40
2014,1184,.71,77,169,28,14,10,21,.48,.75,.39,9,71,.49,.36
2015,1248,.61,73,33,32,15,10,15,.49,.76,.41,8,72,.46,.38
2015,1377,.48,69,-44,37,11,11,18,.42,.73,.36,7,70,.45,.34
2016,1441,.43,71,-102,37,12,14,20,.43,.71,.33,10,74,.44,.36
2010,1222,.55,78,123,40,12,9,18,.42,.71,.36,12,75,.46,.34
2010,1308,.66,78,16,36,14,12,17,.46,.70,.37,9,78,.45,.36
2011,1286,.38,65,-110,36,11,12,17,.40,.65,.33,7,69,.45,.38
2011,1372,.56,62,111,34,14,14,17,.45,.72,.31,7,58,.44,.29
2004,1169,.45,67,-42,33,12,16,21,.44,.73,.34,12,68,.48,.32
2005,1233,.48,71,10,36,14,15,20,.45,.71,.36,12,71,.41,.34
2006,1346,.41,72,-62,37,14,17,20,.44,.72,.33,9,74,.44,.32
2007,1373,.63,76,155,37,15,13,16,.48,.70,.34,10,71,.43,.34
2007,1410,.40,65,-95,32,13,15,19,.44,.73,.37,7,69,.47,.38
2008,1437,.63,72,113,37,13,14,20,.43,.72,.34,11,69,.44,.37
2013,1449,.55,67,35,37,11,13,17,.44,.68,.34,9,66,.43,.34
2016,1112,.76,81,403,39,14,12,18,.48,.72,.38,9,69,.41,.32
2017,1176,.53,75,36,35,15,13,20,.48,.73,.40,7,74,.44,.36
2003,1205,.14,67,-215,40,15,16,18,.40,.70,.30,9,74,.43,.32
2003,1454,.77,77,215,35,17,14,20,.47,.69,.36,12,69,.44,.36
2004,1269,.34,68,-142,36,15,15,16,.44,.63,.34,11,73,.44,.38
2015,1185,.57,68,69,37,10,12,19,.41,.71,.32,12,65,.40,.33
2015,1440,.32,77,-166,42,12,15,21,.39,.69,.31,13,83,.49,.34
2003,1305,.57,76,134,39,11,12,20,.43,.71,.35,10,71,.44,.36
2004,1418,.69,76,166,35,16,14,18,.46,.69,.37,10,69,.44,.33
2013,1157,.42,64,-10,37,9,14,18,.43,.67,.32,10,65,.42,.35
2014,1221,.59,66,60,34,11,11,17,.43,.73,.35,9,65,.44,.37
2016,1404,.55,70,-28,37,11,12,18,.44,.72,.34,7,71,.44,.34
2003,1162,.07,49,-336,31,9,17,18,.37,.67,.30,8,62,.43,.37
2009,1152,.57,82,59,41,15,15,21,.45,.68,.34,13,80,.47,.37
2012,1193,.58,65,133,35,15,14,18,.44,.66,.36,12,61,.41,.35
2012,1442,.53,60,11,30,12,11,15,.46,.69,.40,8,60,.44,.35
2013,1257,.85,73,530,38,15,12,17,.45,.71,.33,14,57,.39,.31
2017,1368,.47,69,23,37,13,15,19,.44,.69,.36,10,69,.43,.35
2004,1126,.28,59,-228,35,10,15,18,.39,.70,.32,10,66,.46,.36
2010,1116,.44,74,25,38,13,13,18,.45,.68,.35,11,73,.43,.37
2011,1229,.39,61,-84,34,11,13,18,.43,.71,.31,8,63,.43,.36
2012,1293,.96,74,332,33,12,13,18,.48,.73,.41,12,62,.42,.30
2003,1457,.64,69,85,38,12,14,19,.43,.64,.35,13,66,.41,.36
2007,1310,.67,76,77,40,13,13,17,.42,.73,.35,7,73,.47,.35
2008,1374,.31,63,-243,35,12,16,17,.42,.67,.34,10,71,.44,.37
2010,1431,.81,75,371,37,14,13,19,.48,.67,.35,12,64,.39,.31
2016,1341,.23,60,-329,38,8,15,22,.38,.69,.27,10,71,.46,.31
2017,1405,.50,78,72,37,16,13,17,.48,.69,.36,6,76,.46,.32
2003,1434,.67,71,156,36,17,15,18,.47,.66,.34,12,65,.42,.39
2007,1333,.32,63,-207,36,12,13,17,.42,.59,.29,10,69,.46,.37
2008,1397,.88,82,369,39,17,12,20,.46,.65,.36,12,70,.44,.31
2009,1344,.59,78,58,39,14,14,16,.45,.68,.32,11,76,.45,.34
2010,1408,.27,62,-141,36,10,13,20,.40,.69,.32,10,66,.46,.31
2014,1307,.82,74,273,38,15,10,16,.46,.73,.34,10,66,.39,.34
2015,1371,.52,68,12,38,12,12,19,.42,.66,.35,10,67,.43,.30
2003,1242,.77,81,449,41,16,14,16,.49,.67,.34,15,66,.41,.36
2011,1209,.39,61,-69,36,13,14,21,.42,.59,.35,11,64,.41,.33
2012,1273,.66,68,165,34,13,15,19,.46,.70,.36,11,62,.39,.31
2014,1330,.48,63,-34,36,10,13,19,.43,.61,.33,10,64,.42,.36
2015,1394,.57,65,25,33,10,12,20,.44,.68,.33,9,64,.42,.32
2003,1265,.45,71,-81,38,13,13,16,.41,.78,.37,10,74,.46,.36
2010,1454,.56,69,32,37,12,13,18,.43,.68,.35,7,68,.44,.32
2015,1417,.61,72,131,39,13,11,17,.44,.68,.36,10,68,.42,.36
2016,1149,.22,68,-225,38,11,12,19,.42,.61,.34,6,76,.47,.37
2006,1409,.37,61,-124,34,12,18,21,.42,.70,.33,9,66,.41,.31
2014,1115,.38,62,-246,34,11,15,19,.41,.65,.34,11,71,.47,.37
2016,1172,.61,79,29,38,14,10,17,.44,.76,.35,7,78,.46,.35
2017,1236,.57,85,115,37,16,13,18,.48,.73,.39,11,80,.46,.39
2005,1322,.59,72,23,38,14,16,21,.44,.69,.34,11,71,.45,.37
2006,1386,.58,65,141,33,13,12,18,.43,.79,.36,9,61,.41,.36
2016,1195,.55,75,79,39,12,12,19,.47,.65,.35,10,72,.42,.31
2017,1259,.47,65,-93,35,11,14,19,.42,.69,.33,10,68,.47,.34
2005,1130,.86,71,227,38,17,12,14,.45,.71,.33,11,63,.41,.35
2005,1299,.20,64,-283,40,11,20,21,.38,.62,.28,13,73,.45,.36
2006,1363,.19,65,-168,38,11,13,17,.41,.66,.31,8,70,.44,.34
2008,1420,.74,74,166,35,15,9,16,.45,.73,.39,9,69,.44,.35
2014,1161,.47,71,34,38,12,9,18,.42,.72,.32,8,70,.45,.38
2015,1225,.39,76,-27,35,13,12,21,.46,.71,.41,6,77,.46,.36
2017,1282,.47,75,-124,37,12,14,22,.43,.71,.37,9,79,.46,.34
2017,1451,.57,77,95,33,12,11,17,.48,.73,.40,8,74,.46,.36
2004,1212,.33,67,-166,38,15,16,21,.42,.62,.36,9,73,.45,.37
2005,1153,.77,76,372,42,15,13,17,.44,.69,.35,12,64,.37,.34
2005,1276,.42,61,-72,32,12,15,16,.44,.72,.31,9,63,.43,.34
2006,1217,.48,66,-37,37,11,16,16,.41,.75,.32,11,68,.45,.37
2008,1443,.81,76,356,36,12,13,21,.47,.71,.39,11,65,.42,.32
2012,1256,.50,68,-47,37,12,12,19,.42,.66,.33,10,70,.45,.33
2013,1320,.55,64,85,32,12,12,14,.43,.77,.35,8,62,.43,.34
2014,1138,.64,73,160,37,15,12,18,.44,.72,.34,11,67,.42,.31
2017,1428,.62,78,249,37,14,13,16,.51,.68,.36,9,69,.43,.36
2005,1259,.21,65,-269,37,11,17,20,.42,.66,.33,8,75,.44,.34
2006,1323,.54,76,163,39,15,11,16,.44,.72,.40,9,70,.42,.35
2015,1354,.29,57,-307,39,10,12,17,.37,.60,.30,8,67,.45,.33
2016,1418,.52,77,115,41,12,12,18,.44,.70,.31,10,73,.44,.38
2003,1225,.44,61,-45,35,12,13,16,.41,.70,.33,8,63,.42,.29
2009,1135,.32,61,-186,34,13,14,15,.43,.66,.32,7,67,.45,.39
2010,1199,.71,68,258,38,13,16,17,.45,.65,.34,14,60,.37,.33
2011,1146,.08,66,-358,38,11,16,20,.40,.63,.31,9,79,.51,.36
2012,1210,.35,60,-74,35,10,14,16,.43,.65,.31,10,62,.40,.35
2017,1388,.88,72,496,36,16,10,14,.50,.75,.40,7,56,.41,.30
2007,1187,.11,57,-311,37,11,14,19,.39,.57,.31,8,69,.44,.35
2008,1251,.45,68,18,32,15,13,17,.46,.74,.37,7,68,.45,.34
2010,1391,.19,58,-376,37,10,14,19,.38,.61,.31,8,72,.49,.38
2011,1455,.74,72,311,37,14,12,18,.46,.74,.35,9,62,.41,.34
2014,1244,.14,63,-351,35,10,16,21,.42,.65,.34,8,75,.46,.34
2015,1308,.68,67,255,35,11,13,16,.46,.71,.36,9,59,.42,.29
2012,1127,.06,56,-431,33,11,14,17,.40,.70,.30,8,70,.47,.37
2003,1288,.24,68,-235,39,10,15,20,.41,.65,.35,8,76,.48,.38
2004,1352,.46,67,-80,33,11,13,17,.45,.76,.37,6,70,.44,.36
2007,1141,.42,65,-147,33,9,17,23,.42,.73,.37,10,70,.46,.35
2007,1396,.40,75,29,36,14,12,19,.46,.71,.37,10,74,.44,.36
2008,1460,.68,62,73,32,11,12,16,.45,.68,.39,6,60,.41,.35
2012,1319,.11,60,-356,35,13,15,16,.40,.69,.32,8,73,.50,.41
2013,1383,.40,70,-35,38,12,12,18,.43,.67,.33,8,71,.46,.33
2007,1247,.33,71,-91,37,14,15,18,.46,.69,.35,8,74,.46,.35
2008,1311,.30,63,-194,36,13,17,20,.40,.66,.33,10,70,.45,.38
2010,1285,.69,69,211,32,11,12,18,.48,.72,.40,9,62,.42,.37
2011,1349,.40,67,-30,35,12,12,19,.43,.72,.34,9,68,.45,.38
2014,1393,.84,68,277,36,11,8,15,.44,.70,.33,12,59,.41,.35
2015,1162,.44,63,30,34,11,11,17,.43,.71,.36,8,62,.43,.33
2015,1457,.55,71,101,36,11,11,17,.44,.72,.35,10,68,.41,.33
2004,1149,.15,57,-215,34,12,15,20,.42,.64,.31,10,65,.43,.37
2016,1132,.44,69,-129,37,11,12,19,.44,.66,.35,9,73,.44,.38
2017,1196,.75,78,375,38,12,11,18,.45,.73,.36,12,66,.41,.31
2005,1362,.55,68,16,38,11,13,19,.40,.69,.33,10,68,.42,.33
2006,1426,.38,71,-38,37,14,17,19,.45,.67,.36,9,72,.43,.35
2008,1357,.56,71,13,36,14,14,19,.44,.73,.34,11,71,.45,.34
2009,1175,.23,57,-260,32,9,15,16,.42,.66,.34,9,65,.45,.36
2009,1421,.43,71,-191,37,15,16,17,.44,.69,.37,11,78,.47,.37
2010,1239,.61,70,80,39,11,14,19,.42,.71,.34,12,67,.43,.33
2016,1278,.26,68,-186,37,12,11,18,.41,.71,.31,9,74,.45,.38
2017,1342,.11,58,-495,34,11,15,17,.40,.67,.34,6,76,.47,.40
2007,1227,.42,69,-48,38,13,12,17,.41,.72,.38,11,70,.44,.40
2008,1291,.56,69,82,36,12,14,19,.45,.70,.37,10,66,.42,.32
2010,1348,.72,75,189,37,15,11,16,.45,.70,.33,13,70,.47,.36
2011,1412,.73,68,197,36,13,12,16,.44,.72,.34,8,62,.41,.31
2016,1258,.43,70,-135,37,15,11,20,.42,.73,.34,9,75,.46,.38
2017,1322,.36,74,-149,37,13,15,19,.44,.70,.36,9,80,.48,.38
2004,1129,.68,72,141,35,13,12,17,.44,.74,.35,9,67,.44,.32
2005,1193,.50,68,31,36,14,13,19,.43,.72,.30,13,67,.42,.35
2011,1103,.65,69,124,36,14,12,19,.43,.71,.36,9,66,.42,.32
2012,1167,.52,68,-61,33,14,14,19,.45,.68,.36,11,70,.47,.35
2012,1382,.65,70,176,35,13,14,18,.46,.76,.34,9,65,.42,.32
2017,1345,.77,80,411,38,18,13,15,.48,.76,.41,7,67,.41,.33
2003,1328,.80,71,330,37,14,11,18,.45,.71,.39,10,60,.40,.33
2011,1126,.59,64,-67,35,11,11,19,.43,.70,.31,8,66,.47,.36
2012,1190,.53,67,41,36,10,13,16,.44,.63,.31,13,65,.44,.36
2012,1359,.32,64,-160,33,13,12,17,.44,.66,.32,7,70,.44,.36
2013,1423,.31,63,-227,37,11,14,18,.42,.65,.33,10,71,.45,.33
2003,1351,.43,66,-45,36,13,13,18,.42,.73,.30,10,68,.42,.34
2004,1415,.37,67,-92,34,12,14,19,.43,.72,.31,9,70,.47,.39
2005,1405,.54,70,46,33,14,14,20,.45,.70,.35,12,68,.44,.32
2007,1250,.34,62,-110,33,11,14,20,.42,.71,.34,8,65,.42,.39
2008,1314,.94,88,543,44,16,14,16,.48,.75,.38,12,72,.42,.33
2003,1371,.59,67,45,38,13,14,19,.43,.69,.32,10,66,.42,.33
2004,1435,.70,73,273,37,16,12,17,.45,.71,.36,11,64,.41,.35
2005,1173,.62,64,91,36,13,13,20,.41,.72,.38,7,61,.41,.33
2012,1402,.35,73,-87,39,13,14,21,.43,.70,.36,10,77,.46,.36
2017,1153,.85,74,464,37,15,10,15,.45,.68,.34,12,60,.38,.34
2005,1150,.75,78,176,40,14,13,16,.43,.68,.37,11,72,.44,.32
2010,1156,.45,66,-48,33,12,12,21,.43,.75,.34,10,68,.46,.40
2006,1120,.43,65,-60,35,13,15,19,.43,.63,.36,12,67,.44,.35
2007,1184,.63,65,55,30,14,13,13,.47,.68,.36,10,63,.45,.36
2017,1279,.61,77,55,40,12,14,19,.42,.75,.34,10,76,.42,.37
2003,1394,.42,75,-122,38,13,17,19,.45,.73,.32,9,79,.49,.36
2004,1458,.80,68,359,33,13,9,15,.45,.72,.33,9,56,.42,.33
2007,1207,.81,68,371,33,14,13,16,.51,.72,.37,10,56,.38,.31
2008,1271,.13,58,-516,41,8,15,19,.36,.62,.27,9,74,.47,.38
2009,1261,.79,74,311,40,15,12,17,.45,.72,.37,13,65,.40,.31
2010,1325,.59,73,166,38,14,12,18,.43,.73,.36,10,68,.41,.30
2003,1202,.39,64,-117,36,12,14,17,.42,.69,.33,9,68,.45,.36
2006,1406,.43,69,-147,37,15,15,17,.44,.70,.34,9,74,.43,.34
2009,1112,.59,72,120,33,14,12,15,.47,.73,.40,9,68,.44,.36
2012,1233,.78,83,342,35,19,12,16,.50,.72,.39,9,72,.45,.35
2013,1297,.41,58,-65,32,12,11,15,.41,.70,.33,8,61,.44,.34
2015,1437,.94,76,523,34,15,10,16,.47,.73,.39,11,60,.41,.31
2005,1236,.21,61,-264,35,11,16,17,.42,.64,.33,9,71,.47,.37
2008,1440,.40,84,-54,42,16,15,17,.43,.70,.32,13,87,.51,.37
2012,1339,.20,64,-351,35,11,15,20,.43,.72,.32,7,76,.46,.37
2013,1403,.35,65,-230,37,11,14,19,.42,.67,.29,11,72,.47,.38
2017,1173,.77,75,276,35,15,11,18,.47,.69,.39,11,66,.41,.32
2003,1414,.68,69,104,34,11,14,19,.44,.73,.38,9,65,.43,.37
2010,1305,.61,79,128,37,14,11,17,.48,.72,.37,9,75,.44,.36
2011,1369,.29,65,-213,36,11,14,21,.43,.62,.33,7,71,.44,.34
2012,1104,.66,64,218,35,12,12,18,.45,.72,.28,11,58,.39,.28
2007,1164,.38,61,-286,36,9,13,19,.40,.65,.29,8,70,.46,.38
2008,1228,.46,63,88,37,13,13,18,.43,.61,.32,7,61,.40,.34
2010,1368,.56,71,68,33,13,14,20,.47,.70,.39,12,68,.40,.34
2013,1117,.60,68,154,38,10,12,17,.40,.69,.31,11,63,.41,.33
2014,1181,.76,78,393,36,14,9,19,.46,.73,.39,10,67,.45,.31
2014,1267,.29,69,-96,39,10,13,19,.42,.62,.29,9,72,.45,.32
2015,1331,.53,67,-55,35,10,11,19,.42,.72,.35,9,69,.45,.37
2007,1313,.37,65,-265,34,10,17,19,.46,.63,.35,9,74,.46,.40
2009,1198,.39,62,-192,35,11,14,19,.42,.64,.36,8,69,.45,.35
2012,1296,.13,54,-406,36,9,16,20,.37,.68,.31,7,68,.45,.38
2013,1360,.44,63,-101,33,11,13,17,.43,.67,.35,9,66,.45,.31
2003,1159,.46,65,-49,35,13,14,19,.43,.69,.35,8,67,.46,.34
2005,1385,.33,64,-66,37,12,16,19,.43,.67,.31,12,66,.43,.35
2006,1449,.80,82,389,38,16,15,18,.47,.75,.36,11,69,.43,.32
2007,1270,.43,62,-179,39,10,16,19,.40,.66,.28,12,68,.42,.35
2008,1334,.67,71,134,33,13,14,17,.49,.68,.40,8,67,.44,.35
2017,1365,.50,66,21,32,14,10,18,.43,.74,.38,7,65,.46,.38
2003,1308,.68,73,157,37,12,13,16,.45,.74,.35,10,67,.43,.35
2010,1411,.48,66,8,34,11,17,20,.46,.63,.29,13,66,.43,.33
2014,1224,.19,60,-358,36,7,16,21,.37,.68,.33,9,71,.44,.33
2015,1288,.23,61,-301,42,10,10,18,.36,.63,.28,8,70,.48,.36
2011,1258,.30,69,-92,39,13,13,19,.43,.69,.32,10,72,.43,.35
2012,1322,.45,68,-62,38,12,14,20,.42,.61,.31,14,71,.43,.33
2015,1111,.41,63,-192,37,10,13,19,.40,.71,.32,6,70,.46,.32
2006,1103,.70,71,160,34,15,12,18,.45,.73,.36,9,66,.44,.35
2007,1382,.24,67,-304,38,12,14,17,.41,.67,.34,8,77,.49,.39
2012,1345,.64,72,204,36,13,8,17,.44,.65,.38,9,66,.45,.36
2013,1409,.52,67,-44,37,11,14,19,.43,.67,.33,9,68,.41,.34
2003,1337,.54,78,-9,36,13,13,18,.46,.72,.39,9,78,.48,.37
2004,1401,.25,71,-127,39,14,14,21,.42,.68,.33,7,76,.49,.39
2006,1126,.50,65,-95,36,12,15,19,.42,.62,.33,11,68,.44,.33
2007,1190,.71,73,133,36,15,16,19,.46,.73,.35,14,68,.41,.33
2007,1359,.48,58,-60,29,12,10,14,.44,.73,.33,6,60,.47,.35
2008,1423,.61,72,41,35,14,15,17,.47,.76,.36,8,71,.44,.34
2010,1148,.40,61,-101,35,10,13,15,.40,.72,.31,9,64,.45,.35
2011,1212,.36,60,-264,40,10,15,20,.38,.61,.30,9,68,.43,.34
2016,1221,.42,65,-143,34,13,10,16,.41,.69,.33,8,69,.46,.36
2017,1285,.50,74,43,35,13,10,21,.45,.75,.36,8,73,.46,.35
2003,1314,.53,71,10,38,15,15,17,.43,.66,.35,12,70,.43,.34
2006,1149,.40,67,-103,36,11,13,20,.41,.68,.33,9,71,.46,.34
2006,1272,.91,80,496,42,15,15,20,.45,.68,.35,16,65,.38,.30
2007,1336,.37,65,-76,34,15,14,16,.44,.69,.36,7,67,.45,.35
2011,1235,.50,74,138,39,15,12,16,.44,.72,.37,10,70,.42,.34
2016,1198,.37,71,-13,36,11,13,19,.47,.67,.37,9,71,.42,.33
2007,1236,.35,65,-180,33,14,15,20,.43,.66,.36,9,72,.45,.34
2008,1300,.11,54,-661,36,11,20,20,.37,.64,.30,10,79,.48,.35
2010,1102,.28,55,-213,30,12,12,17,.44,.64,.31,6,62,.46,.35
2015,1280,.39,61,-68,34,8,14,19,.43,.69,.31,9,64,.42,.33
2016,1344,.70,73,140,39,15,11,16,.42,.73,.32,10,69,.43,.32
2017,1331,.21,73,-189,36,13,12,18,.44,.77,.35,8,80,.47,.40
2008,1323,.77,80,313,41,18,13,15,.46,.74,.41,10,70,.41,.34
2009,1387,.55,62,18,33,11,12,16,.43,.70,.34,7,61,.43,.29
2010,1125,.61,73,142,38,14,16,19,.45,.67,.34,10,68,.41,.30
2016,1244,.31,71,-202,37,11,13,20,.44,.70,.35,10,78,.47,.34
2016,1367,.25,70,-263,38,14,13,20,.44,.64,.36,7,80,.47,.38
2017,1308,.83,77,281,39,14,13,18,.46,.71,.33,8,68,.42,.30
2017,1431,.45,68,-19,35,14,13,19,.47,.66,.34,8,69,.43,.34
2008,1346,.50,74,-28,37,14,15,20,.46,.71,.39,8,75,.45,.36
2009,1410,.26,62,-170,33,14,15,18,.44,.61,.30,6,69,.48,.37
2016,1390,.48,69,-68,37,11,11,20,.42,.68,.32,9,71,.45,.37
2017,1454,.29,66,-177,34,13,12,18,.44,.66,.35,6,71,.47,.36
2009,1433,.73,72,285,34,13,12,19,.46,.70,.37,12,63,.40,.33
2017,1354,.31,68,-341,36,11,12,19,.42,.70,.32,7,80,.48,.34
2006,1418,.45,66,-55,35,14,17,18,.44,.64,.30,12,68,.39,.35
2004,1301,.69,73,236,33,14,13,18,.45,.80,.34,9,65,.42,.31
2005,1365,.47,74,12,40,14,13,21,.42,.72,.34,8,73,.44,.38
2009,1184,.57,71,96,31,15,11,16,.47,.70,.41,9,67,.46,.36
2010,1248,.59,72,33,33,15,13,17,.45,.76,.37,10,71,.46,.39
2012,1222,.48,71,-5,37,12,14,16,.46,.70,.35,10,71,.44,.36
2013,1286,.39,69,-118,36,11,11,17,.42,.72,.33,9,73,.48,.39
2017,1185,.41,74,-10,38,12,12,22,.44,.72,.34,12,75,.44,.34
